CUSTOMER_ID,EXISTING_EMI,TOTAL_ASSETS,TOTAL_OBLIGATIONS
RET-00053,12000.0,5080000.0,369483.45187301195
RET-00054,9000.0,6080000.0,210778.15250943982
RET-00055,5000.0,3410000.0,63508.40036055137
RET-00056,17000.0,12380000.0,586325.7086415412
RET-00057,48000.0,21920000.0,903571.8797800135
RET-00058,3000.0,880000.0,75162.20672601447
RET-00059,23000.0,4370000.0,354851.0855869522
RET-00060,2000.0,4820000.0,69497.5118273018
RET-00061,46000.0,15250000.0,1174405.6347995151
RET-00062,10000.0,11620000.0,217884.79694152024
RET-00063,7000.0,4030000.0,175513.85257566514
RET-00064,19000.0,13800000.0,607640.9048690432
RET-00065,3000.0,8520000.0,43415.45910967595
RET-00066,23000.0,5490000.0,681324.9229847778
RET-00067,43000.0,8520000.0,476846.59879898245
RET-00068,17000.0,2840000.0,383512.81194307114
RET-00069,8000.0,4320000.0,222014.31286823808
RET-00070,10000.0,1590000.0,225044.125043827
RET-00071,21000.0,5050000.0,648639.2724147612
RET-00072,58000.0,10030000.0,1889718.073062285
RET-00073,20000.0,18890000.0,647961.7981807371
RET-00074,9000.0,16960000.0,176374.72877042316
RET-00075,13000.0,2670000.0,366840.1367852224
RET-00076,17000.0,4960000.0,178458.64983150986
RET-00077,16000.0,2390000.0,194404.54403883376
RET-00078,5000.0,7910000.0,113748.66439456066
RET-00079,21000.0,10800000.0,418026.95259618043
RET-00080,1000.0,1550000.0,13911.825103096353
RET-00081,47000.0,8410000.0,795168.9013330627
RET-00082,7000.0,2840000.0,174075.3649036563
RET-00083,29000.0,5500000.0,347564.443690432
RET-00084,12000.0,4190000.0,373025.49566688476
RET-00085,6000.0,1470000.0,128246.31154639056
RET-00086,12000.0,4460000.0,330752.1539305327
RET-00087,5000.0,3690000.0,162158.96372492745
RET-00088,63000.0,23290000.0,975599.6982896614
RET-00089,22000.0,5340000.0,599172.5452466821
RET-00090,19000.0,7170000.0,274043.71599510824
RET-00091,11000.0,5700000.0,145811.13596252835
RET-00092,6000.0,1580000.0,100133.12756761865
RET-00093,8000.0,5820000.0,97809.08804012915
RET-00094,18000.0,4350000.0,432243.6115950266
RET-00095,4000.0,3080000.0,126380.31346597026
RET-00096,9000.0,700000.0,144874.8124401203
RET-00097,17000.0,5110000.0,553269.5472544132
RET-00098,13000.0,10370000.0,171301.6259183127
RET-00099,4000.0,2210000.0,47156.67007611241
RET-00100,53000.0,15180000.0,856157.9709514013
RET-00101,34000.0,6020000.0,1187037.6169352152
RET-00102,15000.0,4420000.0,373911.0329813991
RET-00103,4000.0,970000.0,102125.24783076697
RET-00104,11000.0,2350000.0,345803.8166569616
RET-00105,20000.0,1930000.0,515432.5787690519
RET-00106,9000.0,4370000.0,229504.38983181774
RET-00107,1000.0,5850000.0,10673.079179079516
RET-00108,5000.0,4070000.0,149635.83103328224
RET-00109,26000.0,8540000.0,511686.4653980271
RET-00110,11000.0,2750000.0,287233.26144835376
RET-00111,1000.0,4690000.0,25113.647576366504
RET-00112,5000.0,7370000.0,169339.6798187894
RET-00113,39000.0,11800000.0,1120171.2649763457
RET-00114,15000.0,3360000.0,166709.67908990427
RET-00115,30000.0,9120000.0,747739.9808336358
RET-00116,15000.0,3500000.0,177848.84485598817
RET-00117,28000.0,16100000.0,538825.037119573
RET-00118,19000.0,13340000.0,469988.71916945523
RET-00119,52000.0,10200000.0,1070041.049657106
RET-00120,12000.0,1400000.0,203144.4628194187
RET-00121,28000.0,18080000.0,370582.0089622614
RET-00122,47000.0,11220000.0,477103.8801392382
RET-00123,12000.0,1660000.0,291253.02200726094
RET-00124,9000.0,4060000.0,293801.14867232513
RET-00125,20000.0,5290000.0,317465.802879873
RET-00126,22000.0,6660000.0,255693.41524489952
RET-00127,8000.0,1140000.0,89053.61364414825
RET-00128,6000.0,6400000.0,156632.37289244513
RET-00129,25000.0,6860000.0,552486.3193513957
RET-00130,15000.0,9660000.0,234722.82758368368
RET-00131,3000.0,2360000.0,43537.75501161175
RET-00132,10000.0,2150000.0,270877.0739344659
RET-00133,52000.0,27660000.0,1435642.9708778558
RET-00134,49000.0,10330000.0,1597209.9518663795
RET-00135,19000.0,2120000.0,191646.20285190715
RET-00136,3000.0,2690000.0,85389.7151162083
RET-00137,10000.0,2460000.0,334687.8558944629
RET-00138,32000.0,9210000.0,991945.0869525045
RET-00139,75000.0,16340000.0,2359124.727187876
RET-00140,37000.0,24810000.0,806003.1665616476
RET-00141,3000.0,3350000.0,33216.754940402076
RET-00142,0.0,5130000.0,0.0
RET-00143,3000.0,4360000.0,32998.52195820775
RET-00144,0.0,1820000.0,0.0
RET-00145,2000.0,1140000.0,55043.01452412114
RET-00146,19000.0,1450000.0,672342.7574706053
RET-00147,16000.0,3320000.0,448425.43069418106
RET-00148,22000.0,4400000.0,729585.9730548657
RET-00149,7000.0,3130000.0,86117.53136023231
RET-00150,5000.0,3770000.0,157877.60471635117
RET-00151,1000.0,6980000.0,16387.411313244364
RET-00152,41000.0,21320000.0,589346.8737816167
RET-00153,1000.0,13770000.0,35788.40987952736
RET-00154,27000.0,3850000.0,500154.4410215505
RET-00155,19000.0,2170000.0,343117.3059961372
RET-00156,52000.0,7120000.0,1616595.1170164014
RET-00157,1000.0,12540000.0,25422.0225886201
RET-00158,36000.0,13310000.0,460666.0698261354
RET-00159,8000.0,1020000.0,184466.58258294384
RET-00160,3000.0,17350000.0,96648.33901468024
RET-00161,10000.0,2380000.0,252243.74069979263
RET-00162,7000.0,2390000.0,212698.3251521873
RET-00163,15000.0,3160000.0,158524.93291603925
RET-00164,40000.0,2500000.0,1184899.7370938943
RET-00165,3000.0,2760000.0,93535.78163550115
RET-00166,11000.0,3330000.0,188908.8251787481
RET-00167,8000.0,4030000.0,174397.18725497916
RET-00168,8000.0,1600000.0,206916.67751214548
RET-00169,20000.0,6100000.0,559817.1006862195
RET-00170,4000.0,3140000.0,89592.28057863281
RET-00171,37000.0,4520000.0,1298783.2074886195
RET-00172,8000.0,1860000.0,191572.47050896432
RET-00173,5000.0,2770000.0,111809.18994092106
RET-00174,8000.0,4880000.0,222528.51160878772
RET-00175,65000.0,16250000.0,1700216.494170243
RET-00176,0.0,2170000.0,0.0
RET-00177,6000.0,1550000.0,67544.25128930165
RET-00178,37000.0,5140000.0,455292.37618280743
RET-00179,13000.0,1900000.0,384567.4768092906
RET-00180,43000.0,7880000.0,500444.6994128178
RET-00181,0.0,8310000.0,0.0
RET-00182,31000.0,15780000.0,1074353.5931121272
RET-00183,28000.0,2970000.0,330037.7399846641
RET-00184,40000.0,5650000.0,812865.2721397826
RET-00185,11000.0,3120000.0,218639.79520070294
RET-00186,4000.0,6020000.0,125588.18301147908
RET-00187,52000.0,14670000.0,866644.7115589331
RET-00188,7000.0,3270000.0,232476.72236786393
RET-00189,22000.0,2870000.0,545851.3225347755
RET-00190,10000.0,3470000.0,358995.09883841424
RET-00191,19000.0,7090000.0,404656.7112638302
RET-00192,15000.0,2640000.0,206190.17782819667
RET-00193,5000.0,6740000.0,106806.60413721847
RET-00194,25000.0,6850000.0,718027.6289028107
RET-00195,18000.0,9960000.0,219621.24010195988
RET-00196,1000.0,1390000.0,18769.784048125985
RET-00197,1000.0,2790000.0,35020.90148344149
RET-00198,7000.0,900000.0,233960.61367867005
RET-00199,3000.0,4000000.0,105522.2253179818
RET-00200,36000.0,2870000.0,1216690.2253373812
RET-00201,19000.0,2460000.0,651868.0854514623
RET-00202,5000.0,3820000.0,134630.25089036644
RET-00203,80000.0,18280000.0,980471.7681598968
RET-00204,3000.0,910000.0,60962.409286351394
RET-00205,77000.0,17550000.0,2754370.3035272555
RET-00206,7000.0,5780000.0,145063.30763250054
RET-00207,6000.0,5700000.0,142017.05912171706
RET-00208,5000.0,4940000.0,78508.32778552549
RET-00209,4000.0,2990000.0,68995.58404480439
RET-00210,35000.0,8230000.0,1000690.3981533673
RET-00211,83000.0,16700000.0,2752188.8469998967
RET-00212,18000.0,3010000.0,274836.4337471474
RET-00213,14000.0,1880000.0,411840.85736923886
RET-00214,5000.0,2340000.0,56542.457949123236
RET-00215,5000.0,5190000.0,86733.73763888626
RET-00216,0.0,4420000.0,0.0
RET-00217,15000.0,1730000.0,221897.9635889615
RET-00218,18000.0,6680000.0,276628.15176161565
RET-00219,11000.0,8160000.0,206431.64627595423
RET-00220,4000.0,3700000.0,98449.63777677185
RET-00221,2000.0,1930000.0,32686.505845532112
RET-00222,13000.0,2850000.0,378348.58175905875
RET-00223,16000.0,6730000.0,490916.21541696484
RET-00224,32000.0,7770000.0,822644.6755473057
RET-00225,12000.0,6870000.0,269934.81163130567
RET-00226,29000.0,3430000.0,760165.1751057517
RET-00227,14000.0,5470000.0,164708.70136735102
RET-00228,59000.0,6180000.0,1426638.3343576812
RET-00229,15000.0,4610000.0,512482.26185898494
RET-00230,3000.0,6320000.0,76153.18361229858
RET-00231,21000.0,9780000.0,533086.5750280863
RET-00232,15000.0,11160000.0,293230.09820830426
RET-00233,99000.0,6030000.0,3336595.7479096
RET-00234,5000.0,4980000.0,72778.88637090485
RET-00235,43000.0,7690000.0,655635.8946799049
RET-00236,6000.0,5750000.0,136343.34235098877
RET-00237,15000.0,7270000.0,418102.2216569202
RET-00238,15000.0,14650000.0,384783.3818033587
RET-00239,10000.0,7300000.0,287144.43070619646
RET-00240,6000.0,2780000.0,173448.1063766395
RET-00241,19000.0,6090000.0,328628.79825923935
RET-00242,7000.0,2780000.0,73223.48200935834
RET-00243,35000.0,11780000.0,907422.8046313472
RET-00244,14000.0,9170000.0,217197.62578954146
RET-00245,5000.0,3400000.0,62981.73473353794
RET-00246,54000.0,16650000.0,881577.1420081544
RET-00247,11000.0,5980000.0,179201.0249109455
RET-00248,10000.0,2730000.0,320590.1219909606
RET-00249,87000.0,24390000.0,2694851.8798670624
RET-00250,24000.0,9720000.0,274561.2450537202
RET-00251,22000.0,10170000.0,733331.2582836552
RET-00252,3000.0,2480000.0,67061.25225537737
RET-00253,15000.0,10280000.0,344731.70237828034
RET-00254,8000.0,2470000.0,238443.17509728536
RET-00255,12000.0,5410000.0,159570.63899237572
RET-00256,1000.0,3350000.0,25946.43323682656
RET-00257,14000.0,2690000.0,356060.93651877315
RET-00258,50000.0,13210000.0,1140156.64721645
RET-00259,4000.0,2080000.0,135726.02782965312
RET-00260,24000.0,12920000.0,615858.387306008
RET-00261,22000.0,1950000.0,570793.2281501471
RET-00262,35000.0,3420000.0,777223.4571817626
RET-00263,4000.0,2750000.0,61885.37733006008
RET-00264,20000.0,6820000.0,333851.4999672803
RET-00265,14000.0,3060000.0,411033.178499671
RET-00266,11000.0,650000.0,159562.42442776173
RET-00267,4000.0,930000.0,97438.56457291373
RET-00268,20000.0,2230000.0,342533.4107256389
RET-00269,1000.0,2450000.0,13363.549609638021
RET-00270,0.0,5810000.0,0.0
RET-00271,22000.0,6550000.0,370585.9111395824
RET-00272,41000.0,10570000.0,636245.2381747573
RET-00273,26000.0,8290000.0,633602.7552247561
RET-00274,1000.0,4980000.0,23535.91331953638
RET-00275,146000.0,41340000.0,4786328.522069796
RET-00276,128000.0,30280000.0,2704197.8613011716
RET-00277,23000.0,3660000.0,353604.586423701
RET-00278,12000.0,3340000.0,319109.0298032128
RET-00279,40000.0,5940000.0,1223375.9841151994
RET-00280,4000.0,2750000.0,57754.41394232764
RET-00281,25000.0,3180000.0,361055.64295007347
RET-00282,3000.0,640000.0,98842.65432346199
RET-00283,5000.0,5350000.0,118968.57976158931
RET-00284,37000.0,16530000.0,1161296.54172841
RET-00285,19000.0,10190000.0,593239.387796392
RET-00286,4000.0,2350000.0,117554.87238170546
RET-00287,7000.0,8050000.0,151787.3288659751
RET-00288,21000.0,5710000.0,468342.611234167
RET-00289,27000.0,6080000.0,840663.4385100995
RET-00290,11000.0,6250000.0,311961.44268798025
RET-00291,34000.0,8730000.0,859949.7932580156
RET-00292,44000.0,13840000.0,953072.9880113761
RET-00293,25000.0,4400000.0,851745.9050545685
RET-00294,55000.0,11570000.0,1042945.516795194
RET-00295,27000.0,3270000.0,273796.022367089
RET-00296,19000.0,4520000.0,523646.13162740285
RET-00297,27000.0,17710000.0,821735.4709662521
RET-00298,12000.0,7340000.0,412011.7195110156
RET-00299,5000.0,2410000.0,163692.70763336943
RET-00300,1000.0,840000.0,23916.264088242355
RET-00301,44000.0,9730000.0,1464754.6056316695
RET-00302,26000.0,7890000.0,436532.590342738
RET-00303,20000.0,7220000.0,692311.4857256846
RET-00304,19000.0,6230000.0,566297.5137467517
RET-00305,1000.0,17010000.0,23558.75519826992
RET-00306,41000.0,29430000.0,592270.6086099352
RET-00307,18000.0,3620000.0,489309.83048321586
RET-00308,124000.0,22480000.0,4454798.847890186
RET-00309,16000.0,2480000.0,450965.490198972
RET-00310,11000.0,4650000.0,219803.00188263002
RET-00311,29000.0,6500000.0,591199.7294946292
RET-00312,8000.0,5240000.0,236651.35851284134
RET-00313,28000.0,11400000.0,478647.05686062045
RET-00314,20000.0,5680000.0,628578.9719924359
RET-00315,10000.0,600000.0,147372.6454091582
RET-00316,9000.0,2940000.0,196842.06721292026
RET-00317,10000.0,6850000.0,237406.96424974303
RET-00318,15000.0,9990000.0,285748.37393041427
RET-00319,4000.0,3230000.0,51229.126129756725
RET-00320,26000.0,2230000.0,437318.5766276405
RET-00321,1000.0,5960000.0,12119.631107119712
RET-00322,16000.0,5930000.0,243759.76719169595
RET-00323,6000.0,2200000.0,75153.09309227932
RET-00324,27000.0,2410000.0,507735.75109832315
RET-00325,17000.0,1630000.0,255098.84530729137
RET-00326,38000.0,6230000.0,896370.9102700483
RET-00327,13000.0,1030000.0,464629.60844063066
RET-00328,5000.0,8880000.0,126331.83132246087
RET-00329,7000.0,3560000.0,80685.74104403896
RET-00330,0.0,4800000.0,0.0
RET-00331,6000.0,830000.0,202776.19269374767
RET-00332,14000.0,2040000.0,221183.10932033422
RET-00333,27000.0,1830000.0,913222.9763539761
RET-00334,12000.0,2040000.0,336345.2009645404
RET-00335,8000.0,15810000.0,194305.96266647804
RET-00336,51000.0,14810000.0,828733.0939079477
RET-00337,39000.0,8550000.0,1033585.3749347056
RET-00338,16000.0,5020000.0,199094.19725114308
RET-00339,29000.0,6600000.0,465722.3159839881
RET-00340,8000.0,17540000.0,268332.23487615155
RET-00341,24000.0,2620000.0,384725.39922910096
RET-00342,24000.0,5550000.0,464416.3969663936
RET-00343,13000.0,1960000.0,196715.48232143163
RET-00344,11000.0,3390000.0,215047.03579352752
RET-00345,10000.0,1610000.0,183333.70855191376
RET-00346,9000.0,3890000.0,192249.12445193663
RET-00347,8000.0,970000.0,112937.8841804926
RET-00348,2000.0,8120000.0,66175.29940955638
RET-00349,12000.0,8120000.0,194327.35870538052
RET-00350,24000.0,2410000.0,353469.0230882914
RET-00351,8000.0,2960000.0,123806.04961568149
RET-00352,5000.0,1050000.0,86106.25080427757
RET-00353,23000.0,9950000.0,613415.074814938
RET-00354,6000.0,6430000.0,173599.96724838138
RET-00355,12000.0,860000.0,233947.90041633544
RET-00356,12000.0,2420000.0,172013.41900757092
RET-00357,2000.0,1210000.0,42017.870631314654
RET-00358,7000.0,5020000.0,182525.75992450677
RET-00359,16000.0,7400000.0,279847.43341526325
RET-00360,24000.0,9280000.0,792453.3829751037
RET-00361,14000.0,2990000.0,191048.2412280266
RET-00362,3000.0,4220000.0,48776.31092313209
RET-00363,26000.0,4390000.0,290553.8828084332
RET-00364,13000.0,3680000.0,218349.02240932235
RET-00365,43000.0,10870000.0,800518.7049649998
RET-00366,4000.0,3890000.0,120910.16412720208
RET-00367,27000.0,8140000.0,354358.6047871918
RET-00368,15000.0,1710000.0,472092.8353107059
RET-00369,20000.0,8020000.0,639044.8733845205
RET-00370,3000.0,6240000.0,100673.78173460663
RET-00371,17000.0,10040000.0,449462.17674421327
RET-00372,10000.0,3580000.0,294665.3097282534
RET-00373,44000.0,15660000.0,812801.8327869308
RET-00374,11000.0,5840000.0,169956.66158219794
RET-00375,19000.0,21490000.0,232872.51358356763
RET-00376,8000.0,1670000.0,182355.63613508688
RET-00377,34000.0,2020000.0,896188.4194642866
RET-00378,9000.0,1140000.0,293416.12559693423
RET-00379,10000.0,3960000.0,308446.83791300905
RET-00380,0.0,15110000.0,0.0
RET-00381,56000.0,20240000.0,1822280.562082678
RET-00382,42000.0,8750000.0,814057.5085380079
RET-00383,20000.0,2070000.0,326310.97064469557
RET-00384,10000.0,9180000.0,149176.2704120143
RET-00385,11000.0,18330000.0,167106.80020383498
RET-00386,22000.0,1910000.0,676963.9151598709
RET-00387,5000.0,11580000.0,160395.45517203514
RET-00388,8000.0,3050000.0,131547.85968362275
RET-00389,6000.0,6730000.0,139062.2536311193
RET-00390,6000.0,14740000.0,208667.30661236192
RET-00391,19000.0,1240000.0,504616.95132339426
RET-00392,36000.0,13190000.0,651247.2285564459
RET-00393,28000.0,10020000.0,711824.4272095484
RET-00394,23000.0,7320000.0,489434.0601070124
RET-00395,10000.0,4440000.0,261210.5609622065
RET-00396,7000.0,4480000.0,180581.2017626005
RET-00397,9000.0,4190000.0,295369.62317069
RET-00398,8000.0,3000000.0,167609.47808682366
RET-00399,10000.0,8210000.0,244798.26541884046
RET-00400,21000.0,15650000.0,568308.7777978651
RET-00401,10000.0,4050000.0,150799.0201748904
RET-00402,11000.0,10090000.0,129968.55361694316
RET-00403,6000.0,4970000.0,170123.30172486295
RET-00404,13000.0,8320000.0,452950.967312698
RET-00405,3000.0,7790000.0,44773.19670717537
RET-00406,5000.0,4070000.0,144247.1105116149
RET-00407,4000.0,8500000.0,57564.50392126644
RET-00408,8000.0,4340000.0,193293.1631059515
RET-00409,16000.0,3280000.0,353491.7875381688
RET-00410,9000.0,4350000.0,152893.56442626548
RET-00411,29000.0,12550000.0,1027242.6856838017
RET-00412,33000.0,3280000.0,1064965.4621229651
RET-00413,9000.0,1930000.0,306272.50734965195
RET-00414,0.0,1640000.0,0.0
RET-00415,22000.0,4280000.0,698175.2639713801
RET-00416,0.0,12600000.0,0.0
RET-00417,25000.0,1940000.0,303403.32655688125
RET-00418,1000.0,6290000.0,19584.883482463876
RET-00419,17000.0,4100000.0,591191.4018241778
RET-00420,4000.0,3170000.0,82442.39569970102
RET-00421,16000.0,3620000.0,221223.16190262302
RET-00422,49000.0,21970000.0,1156764.5533004368
RET-00423,25000.0,9900000.0,841877.9999272256
RET-00424,12000.0,5340000.0,374013.44540185615
RET-00425,19000.0,9390000.0,361026.2772690601
RET-00426,19000.0,7210000.0,212821.72766316534
RET-00427,22000.0,1580000.0,655688.591981087
RET-00428,0.0,1610000.0,0.0
RET-00429,11000.0,4850000.0,375193.8784319648
RET-00430,36000.0,11170000.0,653468.7483219646
RET-00431,2000.0,2710000.0,29378.501185572633
RET-00432,9000.0,2470000.0,311279.3603270766
RET-00433,13000.0,4220000.0,352345.73710659996
RET-00434,15000.0,1020000.0,416740.23088338994
RET-00435,6000.0,1220000.0,100522.35675590692
RET-00436,21000.0,3040000.0,372527.96729424637
RET-00437,52000.0,11480000.0,870273.4123299124
RET-00438,17000.0,6650000.0,343815.1435441426
RET-00439,20000.0,13400000.0,330345.17298157484
RET-00440,22000.0,5790000.0,264188.73181841
RET-00441,10000.0,3440000.0,150315.11928894976
RET-00442,17000.0,4950000.0,378810.39648748335
RET-00443,3000.0,2800000.0,39750.04775111354
RET-00444,48000.0,7590000.0,547407.0448525182
RET-00445,13000.0,10130000.0,388381.53024155594
RET-00446,6000.0,6040000.0,107845.33627845767
RET-00447,9000.0,2660000.0,102277.36911058826
RET-00448,27000.0,4110000.0,496301.412115618
RET-00449,3000.0,1740000.0,104175.83980027263
RET-00450,12000.0,3240000.0,215884.47462133295
RET-00451,10000.0,2350000.0,176547.32054417656
RET-00452,27000.0,1830000.0,493908.2717529729
RET-00453,10000.0,6940000.0,200084.1269697199
RET-00454,7000.0,2670000.0,158935.97087433722
RET-00455,72000.0,22720000.0,904191.3050384317
RET-00456,11000.0,5780000.0,395137.1868343144
RET-00457,14000.0,2040000.0,312381.91195831465
RET-00458,30000.0,10970000.0,544467.996440932
RET-00459,5000.0,5060000.0,159290.39899868073
RET-00460,36000.0,10600000.0,1058254.2571437065
RET-00461,14000.0,2850000.0,238000.30285785114
RET-00462,4000.0,4860000.0,117071.62975567566
RET-00463,3000.0,580000.0,64006.7054499029
RET-00464,1000.0,3330000.0,20572.470231276115
RET-00465,68000.0,19750000.0,847923.5983573312
RET-00466,1000.0,2380000.0,35304.29874348647
RET-00467,21000.0,3150000.0,547701.6148291639
RET-00468,0.0,1420000.0,0.0
RET-00469,10000.0,6040000.0,234606.01447443175
RET-00470,17000.0,8370000.0,532225.9793091178
RET-00471,14000.0,7960000.0,478901.2519166984
RET-00472,8000.0,1410000.0,182385.92286882852
RET-00473,1000.0,1930000.0,13166.176513441485
RET-00474,10000.0,2840000.0,334405.49528712564
RET-00475,56000.0,7100000.0,705840.6417086056
RET-00476,22000.0,7330000.0,575137.3604561187
RET-00477,22000.0,2490000.0,724440.8789057995
RET-00478,11000.0,2900000.0,150933.84486826463
RET-00479,15000.0,1110000.0,268471.1589777577
RET-00480,44000.0,9850000.0,936995.0945247466
RET-00481,6000.0,4040000.0,73886.362108713
RET-00482,27000.0,10790000.0,430251.9782498285
RET-00483,3000.0,2650000.0,69931.88001363544
RET-00484,25000.0,4660000.0,549087.0876525834
RET-00485,29000.0,17290000.0,467090.5716544901
RET-00486,15000.0,2410000.0,516216.06909161713
RET-00487,13000.0,7900000.0,371963.23120105814
RET-00488,8000.0,2450000.0,196136.8604994127
RET-00489,15000.0,2440000.0,405104.97286444774
RET-00490,14000.0,6260000.0,204324.29450190146
RET-00491,48000.0,13840000.0,907157.2409818589
RET-00492,12000.0,6900000.0,200997.42255600062
RET-00493,27000.0,7930000.0,856511.6617197819
RET-00494,53000.0,14120000.0,1454849.9202490095
RET-00495,15000.0,3700000.0,211789.76394139417
RET-00496,9000.0,1510000.0,148249.25529424928
RET-00497,22000.0,5980000.0,606313.9262998269
RET-00498,58000.0,17930000.0,1209197.0890918635
RET-00499,6000.0,1680000.0,195471.0539275162
RET-00500,9000.0,13810000.0,224370.48090071726
RET-00501,20000.0,5110000.0,285820.1285015653
RET-00502,80000.0,23270000.0,1892319.4907747367
RET-00503,78000.0,24250000.0,2546967.5441799434
RET-00504,20000.0,15810000.0,347987.07570334943
RET-00505,7000.0,1000000.0,139902.3374199029
RET-00506,8000.0,1050000.0,249151.51054240472
RET-00507,20000.0,4200000.0,238848.86647949414
RET-00508,45000.0,11820000.0,966719.2193434517
RET-00509,37000.0,5150000.0,481528.47772837745
RET-00510,14000.0,1340000.0,315598.56050152704
RET-00511,5000.0,1350000.0,144204.77889353555
RET-00512,39000.0,12530000.0,775288.8435078147
RET-00513,31000.0,26230000.0,1111564.3264432915
RET-00514,11000.0,1770000.0,299089.83241661737
RET-00515,27000.0,13510000.0,858380.0386700133
RET-00516,80000.0,6470000.0,1955200.1230581119
RET-00517,0.0,4590000.0,0.0
RET-00518,23000.0,1770000.0,230563.88695917008
RET-00519,12000.0,12020000.0,162703.51279700352
RET-00520,10000.0,4700000.0,259675.288473817
RET-00521,61000.0,8100000.0,1978178.703131582
RET-00522,11000.0,6480000.0,298236.3365472986
RET-00523,24000.0,5330000.0,670888.4654407254
RET-00524,4000.0,3690000.0,93465.91460385104
RET-00525,23000.0,4990000.0,821116.3858915326
RET-00526,2000.0,4750000.0,62166.58689541871
RET-00527,17000.0,8150000.0,506016.64318703813
RET-00528,10000.0,2680000.0,261253.98530965243
RET-00529,31000.0,9140000.0,553065.7628558464
RET-00530,8000.0,3680000.0,201787.336785763
RET-00531,50000.0,4500000.0,1155103.1831310496
RET-00532,37000.0,4890000.0,516552.86713337287
RET-00533,9000.0,2990000.0,198767.50306894066
RET-00534,9000.0,1840000.0,291488.5529522044
RET-00535,7000.0,4690000.0,142514.70945994442
RET-00536,2000.0,4380000.0,35354.432868585965
RET-00537,5000.0,5350000.0,105315.00562709183
RET-00538,62000.0,5500000.0,1470402.7390820805
RET-00539,26000.0,5310000.0,545314.8810688038
RET-00540,18000.0,2740000.0,232818.3793031028
RET-00541,8000.0,1900000.0,95597.48420921978
RET-00542,1000.0,4870000.0,26624.933633660974
RET-00543,14000.0,5150000.0,183822.37490596558
RET-00544,8000.0,1170000.0,261880.30750293445
RET-00545,31000.0,6270000.0,721594.1394560823
RET-00546,26000.0,8330000.0,776128.3431146474
RET-00547,2000.0,500000.0,49834.7500430543
RET-00548,3000.0,2220000.0,52830.861090681785
RET-00549,21000.0,2740000.0,264267.4459517791
RET-00550,43000.0,8850000.0,765727.5920748607
RET-00551,7000.0,14130000.0,111365.33351434518
RET-00552,6000.0,4300000.0,91889.59553454632
RET-00553,61000.0,12580000.0,2100588.141741387
RET-00554,10000.0,4940000.0,295099.32541136426
RET-00555,4000.0,4700000.0,85253.9021816104
RET-00556,23000.0,3560000.0,711939.7465104904
RET-00557,5000.0,10520000.0,75224.90137893592
RET-00558,12000.0,2250000.0,124315.84965754641
RET-00559,5000.0,6370000.0,75405.78135935553
